Observation,Region,Quarter,Year,Team_name,Elo
948,LCS,Spring,2018,Renegades,
948,LCS,Spring,2018,Team Liquid,2661.5180753361565
948,LCS,Spring,2018,FlyQuest,2645.2941017220264
948,LCS,Spring,2018,Clutch Gaming,2775.0052140291673
948,LCS,Spring,2018,Team SoloMid,2828.341745650894
948,LCS,Spring,2018,Dignitas,
948,LCS,Spring,2018,100 Thieves,2740.4037975570777
948,LCS,Spring,2018,Apex,
948,LCS,Spring,2018,Echo Fox,2746.690024667381
948,LCS,Spring,2018,NRG Esports,
949,LCS,Spring,2018,NRG Esports,
949,LCS,Spring,2018,Team Impulse,
949,LCS,Spring,2018,Immortals,
949,LCS,Spring,2018,Clutch Gaming,2761.8502093974244
949,LCS,Spring,2018,EnVyUs,
949,LCS,Spring,2018,Echo Fox,2746.690024667381
949,LCS,Spring,2018,OpTic Gaming,2637.6591896797936
949,LCS,Spring,2018,Flyquest,
949,LCS,Spring,2018,FlyQuest,2645.2941017220264
949,LCS,Spring,2018,Cloud9,2847.4210509514305
949,LCS,Spring,2018,Counter Logic Gaming,2707.5145048986346
949,LCS,Spring,2018,Apex,
949,LCS,Spring,2018,Renegades,
949,LCS,Spring,2018,Golden Guardians,2626.059090950946
949,LCS,Spring,2018,Team SoloMid,2828.341745650894
949,LCS,Spring,2018,Dignitas,
949,LCS,Spring,2018,100 Thieves,2740.4037975570777
949,LCS,Spring,2018,Team Liquid,2674.6730799678994
949,LCS,Spring,2018,Phoenix1,
950,LCS,Spring,2018,Apex,
950,LCS,Spring,2018,Team SoloMid,2838.8903408599094
950,LCS,Spring,2018,Clutch Gaming,2761.8502093974244
950,LCS,Spring,2018,Renegades,
950,LCS,Spring,2018,Team Impulse,
950,LCS,Spring,2018,OpTic Gaming,2637.6591896797936
950,LCS,Spring,2018,Cloud9,2836.8724557424152
950,LCS,Spring,2018,Dignitas,
950,LCS,Spring,2018,Counter Logic Gaming,2707.5145048986346
950,LCS,Spring,2018,EnVyUs,
950,LCS,Spring,2018,FlyQuest,2645.2941017220264
950,LCS,Spring,2018,Flyquest,
950,LCS,Spring,2018,Golden Guardians,2626.059090950946
950,LCS,Spring,2018,Echo Fox,2746.690024667381
950,LCS,Spring,2018,Phoenix1,
950,LCS,Spring,2018,NRG Esports,
950,LCS,Spring,2018,Immortals,
950,LCS,Spring,2018,100 Thieves,2740.4037975570777
950,LCS,Spring,2018,Team Liquid,2674.6730799678994
951,LCS,Spring,2018,Renegades,
951,LCS,Spring,2018,Team Impulse,
951,LCS,Spring,2018,Cloud9,2836.8724557424152
951,LCS,Spring,2018,Immortals,
951,LCS,Spring,2018,Apex,
951,LCS,Spring,2018,EnVyUs,
951,LCS,Spring,2018,Counter Logic Gaming,2707.5145048986346
951,LCS,Spring,2018,Golden Guardians,2626.059090950946
951,LCS,Spring,2018,Clutch Gaming,2761.8502093974244
951,LCS,Spring,2018,Flyquest,
951,LCS,Spring,2018,100 Thieves,2747.5298626937874
951,LCS,Spring,2018,Echo Fox,2746.690024667381
951,LCS,Spring,2018,NRG Esports,
951,LCS,Spring,2018,Team SoloMid,2838.8903408599094
951,LCS,Spring,2018,OpTic Gaming,2630.533124543084
951,LCS,Spring,2018,Team Liquid,2674.6730799678994
951,LCS,Spring,2018,Phoenix1,
951,LCS,Spring,2018,FlyQuest,2645.2941017220264
951,LCS,Spring,2018,Dignitas,
952,LCS,Spring,2018,OpTic Gaming,2630.533124543084
952,LCS,Spring,2018,NRG Esports,
952,LCS,Spring,2018,100 Thieves,2757.9418021544866
952,LCS,Spring,2018,Golden Guardians,2626.059090950946
952,LCS,Spring,2018,EnVyUs,
952,LCS,Spring,2018,Immortals,
952,LCS,Spring,2018,Dignitas,
952,LCS,Spring,2018,Flyquest,
952,LCS,Spring,2018,Counter Logic Gaming,2707.5145048986346
952,LCS,Spring,2018,Team Liquid,2674.6730799678994
952,LCS,Spring,2018,Phoenix1,
952,LCS,Spring,2018,Team SoloMid,2838.8903408599094
952,LCS,Spring,2018,Renegades,
952,LCS,Spring,2018,Echo Fox,2746.690024667381
952,LCS,Spring,2018,Clutch Gaming,2751.438269936725
952,LCS,Spring,2018,Apex,
952,LCS,Spring,2018,Cloud9,2836.8724557424152
952,LCS,Spring,2018,FlyQuest,2645.2941017220264
952,LCS,Spring,2018,Team Impulse,
953,LCS,Spring,2018,Apex,
953,LCS,Spring,2018,Immortals,
953,LCS,Spring,2018,Counter Logic Gaming,2707.5145048986346
953,LCS,Spring,2018,100 Thieves,2757.9418021544866
953,LCS,Spring,2018,Cloud9,2836.8724557424152
953,LCS,Spring,2018,Flyquest,
953,LCS,Spring,2018,Team SoloMid,2838.8903408599094
953,LCS,Spring,2018,Dignitas,
953,LCS,Spring,2018,Team Impulse,
953,LCS,Spring,2018,Golden Guardians,2626.059090950946
953,LCS,Spring,2018,Echo Fox,2753.85174147533
953,LCS,Spring,2018,OpTic Gaming,2630.533124543084
953,LCS,Spring,2018,Team Liquid,2674.6730799678994
953,LCS,Spring,2018,EnVyUs,
953,LCS,Spring,2018,Renegades,
953,LCS,Spring,2018,NRG Esports,
953,LCS,Spring,2018,Clutch Gaming,2751.438269936725
953,LCS,Spring,2018,Phoenix1,
953,LCS,Spring,2018,FlyQuest,2638.132384914077
954,LCS,Spring,2018,Team Liquid,2689.0295649829486
954,LCS,Spring,2018,Phoenix1,
954,LCS,Spring,2018,Immortals,
954,LCS,Spring,2018,Team Impulse,
954,LCS,Spring,2018,OpTic Gaming,2630.533124543084
954,LCS,Spring,2018,Dignitas,
954,LCS,Spring,2018,Golden Guardians,2626.059090950946
954,LCS,Spring,2018,Echo Fox,2753.85174147533
954,LCS,Spring,2018,EnVyUs,
954,LCS,Spring,2018,NRG Esports,
954,LCS,Spring,2018,Flyquest,
954,LCS,Spring,2018,100 Thieves,2757.9418021544866
954,LCS,Spring,2018,FlyQuest,2638.132384914077
954,LCS,Spring,2018,Cloud9,2822.515970727366
954,LCS,Spring,2018,Counter Logic Gaming,2707.5145048986346
954,LCS,Spring,2018,Team SoloMid,2838.8903408599094
954,LCS,Spring,2018,Apex,
954,LCS,Spring,2018,Clutch Gaming,2751.438269936725
954,LCS,Spring,2018,Renegades,
955,LCS,Spring,2018,Echo Fox,2753.85174147533
955,LCS,Spring,2018,100 Thieves,2757.9418021544866
955,LCS,Spring,2018,FlyQuest,2638.132384914077
955,LCS,Spring,2018,Cloud9,2822.515970727366
955,LCS,Spring,2018,Apex,
955,LCS,Spring,2018,Team Liquid,2689.0295649829486
955,LCS,Spring,2018,Clutch Gaming,2751.438269936725
955,LCS,Spring,2018,Counter Logic Gaming,2707.5145048986346
955,LCS,Spring,2018,Golden Guardians,2621.5184807296623
955,LCS,Spring,2018,Flyquest,
955,LCS,Spring,2018,Dignitas,
955,LCS,Spring,2018,Renegades,
955,LCS,Spring,2018,Team SoloMid,2843.430951081193
955,LCS,Spring,2018,Phoenix1,
955,LCS,Spring,2018,EnVyUs,
955,LCS,Spring,2018,NRG Esports,
955,LCS,Spring,2018,Immortals,
955,LCS,Spring,2018,Team Impulse,
955,LCS,Spring,2018,OpTic Gaming,2630.533124543084
956,LCS,Spring,2018,Clutch Gaming,2751.438269936725
956,LCS,Spring,2018,Flyquest,
956,LCS,Spring,2018,NRG Esports,
956,LCS,Spring,2018,Echo Fox,2753.85174147533
956,LCS,Spring,2018,EnVyUs,
956,LCS,Spring,2018,Golden Guardians,2621.5184807296623
956,LCS,Spring,2018,Renegades,
956,LCS,Spring,2018,Cloud9,2822.515970727366
956,LCS,Spring,2018,Dignitas,
956,LCS,Spring,2018,OpTic Gaming,2642.713266172889
956,LCS,Spring,2018,100 Thieves,2757.9418021544866
956,LCS,Spring,2018,Team SoloMid,2843.430951081193
956,LCS,Spring,2018,FlyQuest,2638.132384914077
956,LCS,Spring,2018,Immortals,
956,LCS,Spring,2018,Apex,
956,LCS,Spring,2018,Counter Logic Gaming,2695.3343632688297
956,LCS,Spring,2018,Team Impulse,
956,LCS,Spring,2018,Team Liquid,2689.0295649829486
956,LCS,Spring,2018,Phoenix1,
957,LCS,Spring,2018,Immortals,
957,LCS,Spring,2018,NRG Esports,
957,LCS,Spring,2018,Team SoloMid,2843.430951081193
957,LCS,Spring,2018,OpTic Gaming,2642.713266172889
957,LCS,Spring,2018,EnVyUs,
957,LCS,Spring,2018,Team Impulse,
957,LCS,Spring,2018,Echo Fox,2753.85174147533
957,LCS,Spring,2018,Dignitas,
957,LCS,Spring,2018,Team Liquid,2689.0295649829486
957,LCS,Spring,2018,Apex,
957,LCS,Spring,2018,Golden Guardians,2621.5184807296623
957,LCS,Spring,2018,Counter Logic Gaming,2695.3343632688297
957,LCS,Spring,2018,Renegades,
957,LCS,Spring,2018,Flyquest,
957,LCS,Spring,2018,Cloud9,2807.6568213440296
957,LCS,Spring,2018,FlyQuest,2652.9915342974136
957,LCS,Spring,2018,Clutch Gaming,2751.438269936725
957,LCS,Spring,2018,100 Thieves,2757.9418021544866
957,LCS,Spring,2018,Phoenix1,
958,LCS,Spring,2018,100 Thieves,2757.9418021544866
958,LCS,Spring,2018,Echo Fox,2753.85174147533
958,LCS,Spring,2018,Clutch Gaming,2757.8639450780947
958,LCS,Spring,2018,Immortals,
958,LCS,Spring,2018,Team SoloMid,2843.430951081193
958,LCS,Spring,2018,Team Impulse,
958,LCS,Spring,2018,NRG Esports,
958,LCS,Spring,2018,Flyquest,
958,LCS,Spring,2018,Apex,
958,LCS,Spring,2018,Dignitas,
958,LCS,Spring,2018,Cloud9,2807.6568213440296
958,LCS,Spring,2018,Phoenix1,
958,LCS,Spring,2018,Golden Guardians,2615.092805588293
958,LCS,Spring,2018,FlyQuest,2652.9915342974136
958,LCS,Spring,2018,OpTic Gaming,2642.713266172889
958,LCS,Spring,2018,Team Liquid,2689.0295649829486
958,LCS,Spring,2018,Renegades,
958,LCS,Spring,2018,EnVyUs,
958,LCS,Spring,2018,Counter Logic Gaming,2695.3343632688297
959,LCS,Spring,2018,Cloud9,2807.6568213440296
959,LCS,Spring,2018,Team Liquid,2689.0295649829486
959,LCS,Spring,2018,FlyQuest,2652.9915342974136
959,LCS,Spring,2018,Dignitas,
959,LCS,Spring,2018,Immortals,
959,LCS,Spring,2018,Golden Guardians,2615.092805588293
959,LCS,Spring,2018,Team SoloMid,2849.409072510209
959,LCS,Spring,2018,OpTic Gaming,2642.713266172889
959,LCS,Spring,2018,Echo Fox,2753.85174147533
959,LCS,Spring,2018,100 Thieves,2757.9418021544866
959,LCS,Spring,2018,Phoenix1,
959,LCS,Spring,2018,Flyquest,
959,LCS,Spring,2018,Clutch Gaming,2757.8639450780947
959,LCS,Spring,2018,Team Impulse,
959,LCS,Spring,2018,Apex,
959,LCS,Spring,2018,EnVyUs,
959,LCS,Spring,2018,Renegades,
959,LCS,Spring,2018,NRG Esports,
959,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
960,LCS,Spring,2018,FlyQuest,2652.9915342974136
960,LCS,Spring,2018,100 Thieves,2767.824086182893
960,LCS,Spring,2018,Team Impulse,
960,LCS,Spring,2018,EnVyUs,
960,LCS,Spring,2018,Dignitas,
960,LCS,Spring,2018,Team Liquid,2689.0295649829486
960,LCS,Spring,2018,OpTic Gaming,2642.713266172889
960,LCS,Spring,2018,Echo Fox,2743.9694574469236
960,LCS,Spring,2018,NRG Esports,
960,LCS,Spring,2018,Immortals,
960,LCS,Spring,2018,Flyquest,
960,LCS,Spring,2018,Cloud9,2807.6568213440296
960,LCS,Spring,2018,Team SoloMid,2849.409072510209
960,LCS,Spring,2018,Apex,
960,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
960,LCS,Spring,2018,Renegades,
960,LCS,Spring,2018,Golden Guardians,2615.092805588293
960,LCS,Spring,2018,Clutch Gaming,2757.8639450780947
960,LCS,Spring,2018,Phoenix1,
961,LCS,Spring,2018,Cloud9,2807.6568213440296
961,LCS,Spring,2018,Immortals,
961,LCS,Spring,2018,Renegades,
961,LCS,Spring,2018,Dignitas,
961,LCS,Spring,2018,Echo Fox,2743.9694574469236
961,LCS,Spring,2018,Clutch Gaming,2757.8639450780947
961,LCS,Spring,2018,EnVyUs,
961,LCS,Spring,2018,Flyquest,
961,LCS,Spring,2018,NRG Esports,
961,LCS,Spring,2018,Team SoloMid,2849.409072510209
961,LCS,Spring,2018,Team Liquid,2697.7043159221585
961,LCS,Spring,2018,Apex,
961,LCS,Spring,2018,Phoenix1,
961,LCS,Spring,2018,FlyQuest,2652.9915342974136
961,LCS,Spring,2018,OpTic Gaming,2634.038515233679
961,LCS,Spring,2018,100 Thieves,2767.824086182893
961,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
961,LCS,Spring,2018,Golden Guardians,2615.092805588293
961,LCS,Spring,2018,Team Impulse,
962,LCS,Spring,2018,Immortals,
962,LCS,Spring,2018,Echo Fox,2734.654972002279
962,LCS,Spring,2018,100 Thieves,2777.1385716275377
962,LCS,Spring,2018,Cloud9,2807.6568213440296
962,LCS,Spring,2018,Phoenix1,
962,LCS,Spring,2018,Dignitas,
962,LCS,Spring,2018,NRG Esports,
962,LCS,Spring,2018,OpTic Gaming,2634.038515233679
962,LCS,Spring,2018,Team SoloMid,2849.409072510209
962,LCS,Spring,2018,Golden Guardians,2615.092805588293
962,LCS,Spring,2018,Clutch Gaming,2757.8639450780947
962,LCS,Spring,2018,Renegades,
962,LCS,Spring,2018,Apex,
962,LCS,Spring,2018,Team Impulse,
962,LCS,Spring,2018,Team Liquid,2697.7043159221585
962,LCS,Spring,2018,Flyquest,
962,LCS,Spring,2018,FlyQuest,2652.9915342974136
962,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
962,LCS,Spring,2018,EnVyUs,
963,LCS,Spring,2018,Golden Guardians,2615.092805588293
963,LCS,Spring,2018,Clutch Gaming,2757.8639450780947
963,LCS,Spring,2018,Apex,
963,LCS,Spring,2018,Immortals,
963,LCS,Spring,2018,OpTic Gaming,2634.038515233679
963,LCS,Spring,2018,NRG Esports,
963,LCS,Spring,2018,Renegades,
963,LCS,Spring,2018,Phoenix1,
963,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
963,LCS,Spring,2018,FlyQuest,2652.9915342974136
963,LCS,Spring,2018,Team SoloMid,2849.409072510209
963,LCS,Spring,2018,100 Thieves,2777.1385716275377
963,LCS,Spring,2018,Cloud9,2794.593716690981
963,LCS,Spring,2018,Flyquest,
963,LCS,Spring,2018,EnVyUs,
963,LCS,Spring,2018,Dignitas,
963,LCS,Spring,2018,Echo Fox,2734.654972002279
963,LCS,Spring,2018,Team Liquid,2710.767420575207
963,LCS,Spring,2018,Team Impulse,
964,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
964,LCS,Spring,2018,Dignitas,
964,LCS,Spring,2018,Cloud9,2794.593716690981
964,LCS,Spring,2018,Team Liquid,2710.767420575207
964,LCS,Spring,2018,100 Thieves,2777.1385716275377
964,LCS,Spring,2018,Echo Fox,2734.654972002279
964,LCS,Spring,2018,Phoenix1,
964,LCS,Spring,2018,Clutch Gaming,2750.439496337006
964,LCS,Spring,2018,Team SoloMid,2856.833521251298
964,LCS,Spring,2018,FlyQuest,2652.9915342974136
964,LCS,Spring,2018,Flyquest,
964,LCS,Spring,2018,Team Impulse,
964,LCS,Spring,2018,Golden Guardians,2615.092805588293
964,LCS,Spring,2018,Apex,
964,LCS,Spring,2018,Renegades,
964,LCS,Spring,2018,EnVyUs,
964,LCS,Spring,2018,NRG Esports,
964,LCS,Spring,2018,OpTic Gaming,2634.038515233679
964,LCS,Spring,2018,Immortals,
965,LCS,Spring,2018,Renegades,
965,LCS,Spring,2018,FlyQuest,2652.9915342974136
965,LCS,Spring,2018,Echo Fox,2734.654972002279
965,LCS,Spring,2018,Clutch Gaming,2750.439496337006
965,LCS,Spring,2018,Team Liquid,2704.7401954798147
965,LCS,Spring,2018,Team Impulse,
965,LCS,Spring,2018,Golden Guardians,2615.092805588293
965,LCS,Spring,2018,EnVyUs,
965,LCS,Spring,2018,NRG Esports,
965,LCS,Spring,2018,Immortals,
965,LCS,Spring,2018,Dignitas,
965,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
965,LCS,Spring,2018,OpTic Gaming,2634.038515233679
965,LCS,Spring,2018,100 Thieves,2777.1385716275377
965,LCS,Spring,2018,Flyquest,
965,LCS,Spring,2018,Phoenix1,
965,LCS,Spring,2018,Apex,
965,LCS,Spring,2018,Team SoloMid,2862.86074634669
965,LCS,Spring,2018,Cloud9,2794.593716690981
966,LCS,Spring,2018,Cloud9,2803.3296539913645
966,LCS,Spring,2018,Immortals,
966,LCS,Spring,2018,Apex,
966,LCS,Spring,2018,Echo Fox,2734.654972002279
966,LCS,Spring,2018,Renegades,
966,LCS,Spring,2018,Team Liquid,2704.7401954798147
966,LCS,Spring,2018,Phoenix1,
966,LCS,Spring,2018,Flyquest,
966,LCS,Spring,2018,FlyQuest,2652.9915342974136
966,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
966,LCS,Spring,2018,OpTic Gaming,2634.038515233679
966,LCS,Spring,2018,Dignitas,
966,LCS,Spring,2018,Golden Guardians,2615.092805588293
966,LCS,Spring,2018,100 Thieves,2777.1385716275377
966,LCS,Spring,2018,EnVyUs,
966,LCS,Spring,2018,NRG Esports,
966,LCS,Spring,2018,Clutch Gaming,2741.7035590366227
966,LCS,Spring,2018,Team SoloMid,2862.86074634669
966,LCS,Spring,2018,Team Impulse,
967,LCS,Spring,2018,Immortals,
967,LCS,Spring,2018,Team Liquid,2717.5040403269663
967,LCS,Spring,2018,OpTic Gaming,2634.038515233679
967,LCS,Spring,2018,Team SoloMid,2862.86074634669
967,LCS,Spring,2018,Flyquest,
967,LCS,Spring,2018,Team Impulse,
967,LCS,Spring,2018,Clutch Gaming,2741.7035590366227
967,LCS,Spring,2018,Echo Fox,2734.654972002279
967,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
967,LCS,Spring,2018,Apex,
967,LCS,Spring,2018,Cloud9,2790.565809144213
967,LCS,Spring,2018,Dignitas,
967,LCS,Spring,2018,Golden Guardians,2615.092805588293
967,LCS,Spring,2018,EnVyUs,
967,LCS,Spring,2018,100 Thieves,2777.1385716275377
967,LCS,Spring,2018,NRG Esports,
967,LCS,Spring,2018,Renegades,
967,LCS,Spring,2018,Phoenix1,
967,LCS,Spring,2018,FlyQuest,2652.9915342974136
968,LCS,Spring,2018,OpTic Gaming,2634.038515233679
968,LCS,Spring,2018,Team SoloMid,2862.86074634669
968,LCS,Spring,2018,Flyquest,
968,LCS,Spring,2018,Team Impulse,
968,LCS,Spring,2018,Phoenix1,
968,LCS,Spring,2018,Apex,
968,LCS,Spring,2018,Golden Guardians,2615.092805588293
968,LCS,Spring,2018,EnVyUs,
968,LCS,Spring,2018,Renegades,
968,LCS,Spring,2018,NRG Esports,
968,LCS,Spring,2018,FlyQuest,2652.9915342974136
968,LCS,Spring,2018,Clutch Gaming,2741.7035590366227
968,LCS,Spring,2018,Team Liquid,2729.5764682517583
968,LCS,Spring,2018,100 Thieves,2777.1385716275377
968,LCS,Spring,2018,Echo Fox,2734.654972002279
968,LCS,Spring,2018,Dignitas,
968,LCS,Spring,2018,Cloud9,2778.493381219421
968,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
968,LCS,Spring,2018,Immortals,
969,LCS,Spring,2018,Golden Guardians,2615.092805588293
969,LCS,Spring,2018,Team Liquid,2740.975180150835
969,LCS,Spring,2018,Flyquest,
969,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
969,LCS,Spring,2018,Team SoloMid,2862.86074634669
969,LCS,Spring,2018,Immortals,
969,LCS,Spring,2018,Team Impulse,
969,LCS,Spring,2018,EnVyUs,
969,LCS,Spring,2018,FlyQuest,2652.9915342974136
969,LCS,Spring,2018,Phoenix1,
969,LCS,Spring,2018,NRG Esports,
969,LCS,Spring,2018,100 Thieves,2777.1385716275377
969,LCS,Spring,2018,Clutch Gaming,2741.7035590366227
969,LCS,Spring,2018,Dignitas,
969,LCS,Spring,2018,OpTic Gaming,2634.038515233679
969,LCS,Spring,2018,Renegades,
969,LCS,Spring,2018,Cloud9,2767.094669320344
969,LCS,Spring,2018,Apex,
969,LCS,Spring,2018,Echo Fox,2734.654972002279
970,LCS,Spring,2018,EnVyUs,
970,LCS,Spring,2018,Team Impulse,
970,LCS,Spring,2018,Phoenix1,
970,LCS,Spring,2018,Cloud9,2767.094669320344
970,LCS,Spring,2018,Golden Guardians,2615.092805588293
970,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
970,LCS,Spring,2018,Team SoloMid,2869.508361538992
970,LCS,Spring,2018,Renegades,
970,LCS,Spring,2018,Dignitas,
970,LCS,Spring,2018,Apex,
970,LCS,Spring,2018,Flyquest,
970,LCS,Spring,2018,FlyQuest,2652.9915342974136
970,LCS,Spring,2018,Clutch Gaming,2735.0559438443206
970,LCS,Spring,2018,NRG Esports,
970,LCS,Spring,2018,Team Liquid,2740.975180150835
970,LCS,Spring,2018,OpTic Gaming,2634.038515233679
970,LCS,Spring,2018,100 Thieves,2777.1385716275377
970,LCS,Spring,2018,Echo Fox,2734.654972002279
970,LCS,Spring,2018,Immortals,
971,LCS,Spring,2018,Echo Fox,2734.654972002279
971,LCS,Spring,2018,Clutch Gaming,2748.7435264393853
971,LCS,Spring,2018,Immortals,
971,LCS,Spring,2018,Apex,
971,LCS,Spring,2018,FlyQuest,2652.9915342974136
971,LCS,Spring,2018,EnVyUs,
971,LCS,Spring,2018,NRG Esports,
971,LCS,Spring,2018,Cloud9,2767.094669320344
971,LCS,Spring,2018,Team Liquid,2740.975180150835
971,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
971,LCS,Spring,2018,Flyquest,
971,LCS,Spring,2018,Dignitas,
971,LCS,Spring,2018,100 Thieves,2777.1385716275377
971,LCS,Spring,2018,Golden Guardians,2615.092805588293
971,LCS,Spring,2018,Phoenix1,
971,LCS,Spring,2018,Renegades,
971,LCS,Spring,2018,Team SoloMid,2855.8207789439275
971,LCS,Spring,2018,OpTic Gaming,2634.038515233679
971,LCS,Spring,2018,Team Impulse,
972,LCS,Spring,2018,NRG Esports,
972,LCS,Spring,2018,Phoenix1,
972,LCS,Spring,2018,FlyQuest,2652.9915342974136
972,LCS,Spring,2018,Apex,
972,LCS,Spring,2018,Golden Guardians,2615.092805588293
972,LCS,Spring,2018,Clutch Gaming,2761.7314505142185
972,LCS,Spring,2018,100 Thieves,2777.1385716275377
972,LCS,Spring,2018,OpTic Gaming,2634.038515233679
972,LCS,Spring,2018,Team SoloMid,2842.8328548690943
972,LCS,Spring,2018,Renegades,
972,LCS,Spring,2018,Cloud9,2767.094669320344
972,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
972,LCS,Spring,2018,Team Liquid,2740.975180150835
972,LCS,Spring,2018,Flyquest,
972,LCS,Spring,2018,Immortals,
972,LCS,Spring,2018,EnVyUs,
972,LCS,Spring,2018,Echo Fox,2734.654972002279
972,LCS,Spring,2018,Dignitas,
972,LCS,Spring,2018,Team Impulse,
973,LCS,Spring,2018,NRG Esports,
973,LCS,Spring,2018,Clutch Gaming,2774.0242431407605
973,LCS,Spring,2018,OpTic Gaming,2634.038515233679
973,LCS,Spring,2018,Renegades,
973,LCS,Spring,2018,EnVyUs,
973,LCS,Spring,2018,Dignitas,
973,LCS,Spring,2018,Phoenix1,
973,LCS,Spring,2018,100 Thieves,2777.1385716275377
973,LCS,Spring,2018,Echo Fox,2734.654972002279
973,LCS,Spring,2018,Golden Guardians,2615.092805588293
973,LCS,Spring,2018,Flyquest,
973,LCS,Spring,2018,Team Liquid,2740.975180150835
973,LCS,Spring,2018,Team SoloMid,2830.5400622425523
973,LCS,Spring,2018,Team Impulse,
973,LCS,Spring,2018,Immortals,
973,LCS,Spring,2018,Cloud9,2767.094669320344
973,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
973,LCS,Spring,2018,FlyQuest,2652.9915342974136
973,LCS,Spring,2018,Apex,
974,LCS,Spring,2018,Echo Fox,2724.836862152778
974,LCS,Spring,2018,Team Liquid,2750.793290000336
974,LCS,Spring,2018,FlyQuest,2652.9915342974136
974,LCS,Spring,2018,NRG Esports,
974,LCS,Spring,2018,Dignitas,
974,LCS,Spring,2018,100 Thieves,2777.1385716275377
974,LCS,Spring,2018,Cloud9,2767.094669320344
974,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
974,LCS,Spring,2018,Golden Guardians,2615.092805588293
974,LCS,Spring,2018,Renegades,
974,LCS,Spring,2018,Flyquest,
974,LCS,Spring,2018,EnVyUs,
974,LCS,Spring,2018,Team SoloMid,2830.5400622425523
974,LCS,Spring,2018,OpTic Gaming,2634.038515233679
974,LCS,Spring,2018,Phoenix1,
974,LCS,Spring,2018,Immortals,
974,LCS,Spring,2018,Clutch Gaming,2774.0242431407605
974,LCS,Spring,2018,Apex,
974,LCS,Spring,2018,Team Impulse,
975,LCS,Spring,2018,Dignitas,
975,LCS,Spring,2018,Team SoloMid,2830.5400622425523
975,LCS,Spring,2018,Renegades,
975,LCS,Spring,2018,FlyQuest,2652.9915342974136
975,LCS,Spring,2018,Immortals,
975,LCS,Spring,2018,Phoenix1,
975,LCS,Spring,2018,OpTic Gaming,2634.038515233679
975,LCS,Spring,2018,Golden Guardians,2615.092805588293
975,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
975,LCS,Spring,2018,Echo Fox,2735.5825613741
975,LCS,Spring,2018,100 Thieves,2777.1385716275377
975,LCS,Spring,2018,Cloud9,2767.094669320344
975,LCS,Spring,2018,Team Liquid,2740.047590779014
975,LCS,Spring,2018,Team Impulse,
975,LCS,Spring,2018,Apex,
975,LCS,Spring,2018,Clutch Gaming,2774.0242431407605
975,LCS,Spring,2018,Flyquest,
975,LCS,Spring,2018,NRG Esports,
975,LCS,Spring,2018,EnVyUs,
976,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
976,LCS,Spring,2018,Golden Guardians,2615.092805588293
976,LCS,Spring,2018,Apex,
976,LCS,Spring,2018,Flyquest,
976,LCS,Spring,2018,Clutch Gaming,2774.0242431407605
976,LCS,Spring,2018,Cloud9,2767.094669320344
976,LCS,Spring,2018,Immortals,
976,LCS,Spring,2018,Team Impulse,
976,LCS,Spring,2018,Team Liquid,2749.919083976741
976,LCS,Spring,2018,Echo Fox,2725.711068176373
976,LCS,Spring,2018,FlyQuest,2652.9915342974136
976,LCS,Spring,2018,Team SoloMid,2830.5400622425523
976,LCS,Spring,2018,Dignitas,
976,LCS,Spring,2018,OpTic Gaming,2634.038515233679
976,LCS,Spring,2018,Renegades,
976,LCS,Spring,2018,Phoenix1,
976,LCS,Spring,2018,NRG Esports,
976,LCS,Spring,2018,EnVyUs,
976,LCS,Spring,2018,100 Thieves,2777.1385716275377
977,LCS,Spring,2018,Immortals,
977,LCS,Spring,2018,Echo Fox,2716.406705521752
977,LCS,Spring,2018,Cloud9,2767.094669320344
977,LCS,Spring,2018,Team SoloMid,2830.5400622425523
977,LCS,Spring,2018,NRG Esports,
977,LCS,Spring,2018,Team Liquid,2759.223446631362
977,LCS,Spring,2018,Flyquest,
977,LCS,Spring,2018,EnVyUs,
977,LCS,Spring,2018,Team Impulse,
977,LCS,Spring,2018,Counter Logic Gaming,2689.3562418398137
977,LCS,Spring,2018,OpTic Gaming,2634.038515233679
977,LCS,Spring,2018,Dignitas,
977,LCS,Spring,2018,Renegades,
977,LCS,Spring,2018,Clutch Gaming,2774.0242431407605
977,LCS,Spring,2018,100 Thieves,2777.1385716275377
977,LCS,Spring,2018,Golden Guardians,2615.092805588293
977,LCS,Spring,2018,Phoenix1,
977,LCS,Spring,2018,Apex,
